# idx stamp x y z qx qy qz qw yaw pcd_file
127 1778824325.473016024 1.391317 -17.831493 0.163609 0.144239557 0.039648780 -0.585698313 0.796605555 -1.245596515 keyframe_000127.pcd
128 1778824325.675214767 1.443805 -17.927777 0.181020 0.138033254 0.027305949 -0.590545818 0.794642588 -1.258078153 keyframe_000128.pcd
129 1778824327.473776579 1.441490 -18.056857 0.176945 0.143111562 0.008383618 -0.588248642 0.795872057 -1.252448829 keyframe_000129.pcd
130 1778824327.971533537 1.495303 -18.152745 0.154541 0.151608267 0.038395408 -0.588401215 0.793299903 -1.251669662 keyframe_000130.pcd
131 1778824328.170781136 1.518842 -18.266311 0.158101 0.140192277 0.038507949 -0.589000594 0.794947522 -1.254266081 keyframe_000131.pcd
132 1778824328.374820471 1.547977 -18.450410 0.189505 0.146343224 0.015397156 -0.585190438 0.797432593 -1.244177346 keyframe_000132.pcd
133 1778824328.475026846 1.583867 -18.549227 0.204023 0.148564381 0.033308928 -0.589426268 0.793344701 -1.254416454 keyframe_000133.pcd
134 1778824328.573288202 1.620317 -18.649508 0.207691 0.136794830 0.019845982 -0.589427668 0.795907240 -1.255408503 keyframe_000134.pcd
135 1778824328.673035860 1.653476 -18.768574 0.200965 0.154731944 0.033633156 -0.579369138 0.799536265 -1.228506939 keyframe_000135.pcd
136 1778824328.772662163 1.670064 -18.875069 0.223647 0.149691808 0.018927829 -0.581220690 0.799635298 -1.233835502 keyframe_000136.pcd
137 1778824328.871553421 1.696458 -18.997951 0.213543 0.161453515 0.039702191 -0.579421091 0.797889528 -1.228021230 keyframe_000137.pcd
138 1778824328.971401691 1.735695 -19.105577 0.229835 0.149964595 0.037411075 -0.582692592 0.797859872 -1.237391756 keyframe_000138.pcd
139 1778824329.075006723 1.775843 -19.233783 0.219097 0.158686301 0.029820997 -0.577399980 0.800336573 -1.223185977 keyframe_000139.pcd
140 1778824329.175073385 1.811450 -19.347074 0.234543 0.158738088 0.024563566 -0.574627182 0.802497634 -1.216373598 keyframe_000140.pcd
141 1778824329.275184393 1.848722 -19.476973 0.235787 0.158167772 0.034678140 -0.579335817 0.798843160 -1.228080402 keyframe_000141.pcd
142 1778824329.374200583 1.862672 -19.594745 0.246744 0.155074423 0.036570772 -0.610778637 0.775605543 -1.308602583 keyframe_000142.pcd
143 1778824329.474215508 1.869729 -19.717750 0.239046 0.149607656 0.015431492 -0.654314213 0.741115598 -1.423441345 keyframe_000143.pcd
144 1778824329.575175285 1.862769 -19.845540 0.232716 0.201724926 0.020405992 -0.682818992 0.701889503 -1.500739588 keyframe_000144.pcd
145 1778824329.675071478 1.850611 -19.983684 0.222229 0.210824259 0.022170991 -0.722897026 0.657633232 -1.619769976 keyframe_000145.pcd
146 1778824329.774924278 1.811531 -20.079967 0.218128 0.192418183 0.009928845 -0.756490141 0.624979461 -1.723306223 keyframe_000146.pcd
147 1778824329.875051498 1.781189 -20.191971 0.202719 0.187700772 -0.009466703 -0.773754455 0.604965160 -1.778017992 keyframe_000147.pcd
148 1778824329.975068331 1.711848 -20.303135 0.199013 0.220893819 -0.000243962 -0.772651478 0.595160108 -1.778642760 keyframe_000148.pcd
149 1778824330.075117350 1.644007 -20.426094 0.189308 0.217877558 0.016331063 -0.792967367 0.568740206 -1.851626573 keyframe_000149.pcd
150 1778824330.175101280 1.553384 -20.531880 0.187299 0.207890737 0.011211375 -0.824710629 0.525840399 -1.966673877 keyframe_000150.pcd
151 1778824330.275010586 1.486292 -20.631960 0.162432 0.199227554 0.003167664 -0.858198692 0.473068021 -2.098977135 keyframe_000151.pcd
152 1778824330.371357679 1.378312 -20.709259 0.136725 0.248841823 -0.013540503 -0.870065924 0.425299529 -2.173956047 keyframe_000152.pcd
153 1778824330.475119591 1.279597 -20.782858 0.107750 0.237197212 -0.007613116 -0.896149109 0.374961729 -2.302131868 keyframe_000153.pcd
154 1778824330.675220966 1.081798 -20.917065 0.053346 0.232219109 -0.010832927 -0.916480189 0.325608655 -2.417156062 keyframe_000154.pcd
155 1778824330.775155544 0.989491 -20.977434 0.034271 0.247160072 -0.006676014 -0.915471245 0.317458232 -2.428810554 keyframe_000155.pcd
156 1778824330.875093460 0.869460 -21.029486 0.012451 0.230221383 -0.002672750 -0.925013085 0.302228000 -2.474345359 keyframe_000156.pcd
157 1778824330.975189924 0.744537 -21.091674 -0.031564 0.252770791 0.009699739 -0.923043351 0.289834117 -2.496275810 keyframe_000157.pcd
158 1778824331.075098515 0.630824 -21.150617 -0.063213 0.240002122 0.009961123 -0.927968281 0.284911613 -2.514083812 keyframe_000158.pcd
159 1778824331.175179958 0.518110 -21.210124 -0.089551 0.240558879 0.003568569 -0.928898236 0.281543529 -2.518651663 keyframe_000159.pcd
160 1778824331.275184155 0.408881 -21.258750 -0.108554 0.230768485 0.010326098 -0.938879132 0.255235680 -2.585348365 keyframe_000160.pcd
161 1778824331.375157118 0.290547 -21.294128 -0.135414 0.247725073 0.014123133 -0.945410991 0.211260227 -2.679512999 keyframe_000161.pcd
162 1778824331.475003958 0.174212 -21.337136 -0.164775 0.225324654 0.008275050 -0.956258359 0.186360602 -2.739349264 keyframe_000162.pcd
