# idx stamp x y z qx qy qz qw yaw pcd_file
93 1778757706.193338633 -4.145289 1.861145 -1.134818 -0.176058304 0.009244297 0.726812840 -0.663823103 -1.629275748 keyframe_000093.pcd
94 1778757707.292195559 -4.164744 1.413042 -1.152954 -0.172928089 -0.000297525 0.722401065 -0.669501672 -1.615975468 keyframe_000094.pcd
95 1778757708.293294430 -4.180665 0.997247 -1.149045 -0.179376095 0.010538802 0.703484361 -0.687621192 -1.560503301 keyframe_000095.pcd
96 1778757709.393437862 -4.146438 0.563708 -1.171839 -0.162431647 0.010487079 0.687926826 -0.707292488 -1.516276582 keyframe_000096.pcd
97 1778757709.593318462 -4.129977 0.491221 -1.167668 -0.167363514 0.013755706 0.635486344 -0.753629445 -1.373953902 keyframe_000097.pcd
98 1778757709.893285990 -4.074906 0.406827 -1.159863 -0.152788936 0.001398568 0.593423292 -0.790254631 -1.265521985 keyframe_000098.pcd
99 1778757710.093379736 -4.040192 0.360862 -1.147846 -0.145411792 0.018594765 0.553795562 -0.819646339 -1.170965965 keyframe_000099.pcd
100 1778757710.393272161 -3.980535 0.311231 -1.136585 -0.122843087 -0.003240563 0.488826886 -0.863682436 -1.016612674 keyframe_000100.pcd
101 1778757710.493332624 -3.945139 0.306133 -1.130667 -0.112225130 -0.009801974 0.447882258 -0.886967262 -0.923770219 keyframe_000101.pcd
102 1778757710.693318844 -3.890210 0.290781 -1.108606 -0.098617679 -0.005165823 0.397815292 -0.912135331 -0.814698913 keyframe_000102.pcd
103 1778757710.893231869 -3.841136 0.287526 -1.099492 -0.096807088 -0.005100539 0.321846331 -0.941815965 -0.652058657 keyframe_000103.pcd
104 1778757710.993260622 -3.817081 0.295848 -1.093052 -0.087214135 -0.001076906 0.272183284 -0.958284298 -0.549324443 keyframe_000104.pcd
105 1778757711.193341255 -3.767163 0.304753 -1.095903 -0.086262347 -0.005171619 0.204615366 -0.975020315 -0.409909926 keyframe_000105.pcd
106 1778757711.393314600 -3.719130 0.307077 -1.072309 -0.063108430 -0.002994809 0.160579029 -0.984998849 -0.321584842 keyframe_000106.pcd
107 1778757711.593338728 -3.662666 0.334319 -1.042767 -0.020627472 0.004577387 0.087436948 -0.995945950 -0.175252155 keyframe_000107.pcd
108 1778757711.793306589 -3.615500 0.348686 -1.031373 -0.008770379 0.010739268 0.042728636 -0.998990497 -0.085682528 keyframe_000108.pcd
109 1778757723.993133307 -3.401414 0.325590 -0.962169 -0.010250922 0.037790177 0.091611474 -0.995024703 -0.184627444 keyframe_000109.pcd
110 1778757725.193090916 -2.991720 0.213656 -0.858651 -0.027209133 0.038710620 0.096719928 -0.994186304 -0.196179572 keyframe_000110.pcd
111 1778757726.192988634 -2.649991 0.212559 -0.763453 -0.014647250 0.039595615 0.051024935 -0.997804641 -0.103481215 keyframe_000111.pcd
112 1778757727.293147564 -2.235523 0.199082 -0.644922 -0.015308525 0.025140804 0.039286076 -0.998794370 -0.079426022 keyframe_000112.pcd
113 1778757728.492986917 -1.852472 0.176828 -0.526463 -0.011931292 0.026386529 0.028696892 -0.999168596 -0.058087055 keyframe_000113.pcd
114 1778757731.092910290 -2.275281 0.217599 -0.643466 -0.007595972 -0.000589183 -0.002272870 -0.999968394 0.004554565 keyframe_000114.pcd
115 1778757738.892981291 -2.028222 0.263872 -0.582725 0.008043684 0.018827228 -0.046018249 -0.998730772 0.092416796 keyframe_000115.pcd
116 1778757740.593054533 -1.641071 0.327043 -0.476282 0.001148329 0.047902110 -0.059359149 -0.997086035 0.119307960 keyframe_000116.pcd
117 1778757741.193027973 -1.502782 0.323115 -0.442774 -0.014549215 0.027428024 0.016923523 -0.999374614 -0.034682156 keyframe_000117.pcd
118 1778757741.593011618 -1.419479 0.263541 -0.402200 -0.036136518 0.030396119 0.084304247 -0.995320562 -0.171102231 keyframe_000118.pcd
119 1778757742.993118525 -1.031026 0.192668 -0.300879 -0.038388248 0.029692849 0.099995114 -0.993803630 -0.202681024 keyframe_000119.pcd
120 1778757743.592844963 -0.882714 0.189568 -0.243849 -0.014917502 0.027840417 0.037524210 -0.998796432 -0.075974564 keyframe_000120.pcd
121 1778757743.893046618 -0.807402 0.208287 -0.234022 -0.007282451 0.038701801 -0.018900676 -0.999045495 0.037322779 keyframe_000121.pcd
122 1778757744.892939568 -0.551265 0.212082 -0.153806 -0.012145487 0.035434733 0.056344492 -0.997708457 -0.113810359 keyframe_000122.pcd
123 1778757744.993115187 -0.516520 0.184088 -0.143698 -0.021337784 0.021933857 0.105914504 -0.993904282 -0.213248034 keyframe_000123.pcd
124 1778757745.193125486 -0.460595 0.136010 -0.139925 -0.054738857 -0.000824737 0.167195921 -0.984402611 -0.335404626 keyframe_000124.pcd
125 1778757745.692982912 -0.374850 0.028760 -0.100770 -0.089804823 0.002236901 0.211744711 -0.973187684 -0.425493799 keyframe_000125.pcd
126 1778757746.493529558 -0.166609 -0.005261 -0.046690 -0.033088394 0.027761692 0.167316949 -0.984956591 -0.338160937 keyframe_000126.pcd
127 1778757746.693138361 -0.133656 -0.003646 -0.036104 -0.044104198 0.040081776 0.113456075 -0.991753997 -0.231184370 keyframe_000127.pcd
128 1778757748.192943335 -0.057570 0.038054 -0.015364 -0.011242334 0.020728416 0.071093919 -0.997190853 -0.142852319 keyframe_000128.pcd
